car_id,Company,Model,Color,used year,gas,mileage,Outfit,detail,price
1757237,三陽/SYM, 野狼傳奇R 150,黑色,10,0.1,12800.0,原漆,2013年出廠噴射引擎全部原廠配備無改裝里程數約莫12800公里因自身因素少騎乘,30000.0
1746034,三陽/SYM, GT 125,灰色,15,0.1,,原漆液晶面板,自售一手車況~原漆車況代步車首選/原車殼有裂損/直接降價給您換車殼可約看車況~也可幫您換全新車殼但價格就不一樣了目前開車居多所以故而交接給有緣人低車價讓您輕鬆有代步車車在台中北屯區可約時間看車~滿意再詳談此價格為不含稅金價~,12000.0
1710376,光陽/KYMCO, 金牌 125,銀色,14,0.1,,暫無,"優質好車~車美如新、置物空間加長,載貨的好幫手,車況極優、保證好騎~優惠價~22000元購車付款方式有:現金、刷卡、分期電話:02-2964-***0932-396***店址:新北市板橋區南雅南路二段84號亞東捷運站1號出口旁,往南雅夜市方向步行約二分鐘",22000.0
1755964,偉士牌/Vespa, ET-8,紅色,22,0.1,20200.0,暫無,1.一觸即發.起步很穩步無抖動.正常使用中(可拉高加速.無遲滯與無力感)2.可以長途騎車的車況3.已更換新的(前避震.車心.火星塞軟套.排氣管防燙蓋.前叉蓋)4.已更換過機油濾網1.2道及鋁蓋油圈5.照片盡量呈現實體車外觀(誠心購買者..可小刀)歡迎面交試乘...(贈ET8用不到的商品),33000.0
1728389,三陽/SYM, Fighter 150,紅色,7,0.1,6789.0,原漆,"優質好車:車美如新、車況極優、原殼原漆、前後雙碟,性能強悍,保證好騎~優惠價49000元辦到好~購車付款方式有:現金、刷卡、分期學生辦理分期、另有學生低利率專案~電話:02-2964-***0932-396***店址:新北市板橋區.南雅南路二段84號亞東捷運站1號出口旁,往南雅夜市方向步行約二分鐘",49000.0
1723578,山葉/Yamaha, XC100,銀色,21,0.1,45000.0,暫無,1.代步機車2.均有做保養3.四行程4.歡迎試騎5.106年10月中旬更換輪胎、煞車系統、油路、電瓶、換修化油器等安全性零件，費用近6000元，車況提升不少。,10000.0
1732845,光陽/KYMCO, VJR 110,黃色,9,0.1,11299.999999999998,原漆,"優質好車~原殼原漆、車美如新、後雙避震器、車身小好操控、保證好騎~優惠價~33000元購車付款方式有:現金、刷卡、分期電話:02-2964-***0932-396***店址:新北市板橋區.南雅南路二段84號亞東捷運站1號出口旁,往南雅夜市方向步行約三分鐘",33000.0
1749227,山葉/Yamaha, CUXI 100,白色,16,0.1,,暫無,"優質好車~車美如新、車身小好操控、車況極優、保證好騎~優惠價~25000元購車付款方式有:現金、刷卡、分期電話:02-2964-***0932-396***店址:新北市板橋區.南雅南路二段84號亞東捷運站1號出口旁,往南雅夜市方向步行約三分鐘",25000.0
1749262,光陽/KYMCO, GP 125,橙色,9,0.1,9112.0,暫無,"車美如新、原殼原漆,車況極優、車身小好停好操控、保證超好騎~橘白雙色系優惠價~30000元購車付款方式有:現金、刷卡、分期電話:02-2964-***0932-396***店址:新北市板橋區.南雅南路二段84號亞東捷運站1號出口旁,往南雅夜市方向步行約三分鐘",30000.0
1736110,光陽/KYMCO, 雷霆 150,白色,11,0.1,,暫無,"優質好車~車美如新、性能強悍、車況極優、保證好騎~優惠價~35000元購車付款方式有:現金、刷卡、分期學生辦理分期、另有學生優惠專案~電話:02-2964-***0932-396***店址:新北市板橋區.南雅南路二段84號亞東捷運站1號出口旁,往南雅夜市方向步行約二分鐘",35000.0
1753836,三陽/SYM, JET POWER 125 EFI,白色,12,0.1,15600.0,原漆,1.當舖流當車三陽J力量125-30000元過戶辦到好!!!2.車況佳無事故優質古車可到店賞車3.年份:2011年04公里數:15551公里4.聯絡人:陳先生5.電話:0930-169-***公司電話:(02)2907-***6.地址:新北市新莊區中正路726-5號,30000.0
1740514,光陽/KYMCO, JR,黑色,16,0.1,,暫無,！！！流當車　可過戶！！！！！！歡迎電詢問！！！！！！華信當鋪！！！！！！！可來店賞車！！！！！！台中市太平區宜昌路530號！！！,15000.0
1752678,山葉/Yamaha, CUXI 100,白色,15,0.1,,暫無,"優質好車~車美如新、車身小好操控、車況極優、保證好騎~優惠價~27000元購車付款方式有:現金、刷卡、分期電話:02-2964-***0932-396***店址:新北市板橋區.南雅南路二段84號亞東捷運站1號出口旁,往南雅夜市方向步行約三分鐘",27000.0
1723225,三陽/SYM, 高手 125,銀色,12,0.1,,暫無,"車美如新、車況極優、車身小好停好操控、保證好騎~優惠價~20000元購車付款方式有:現金、刷卡、分期電話:02-2964-***0932-396***店址:新北市板橋區.南雅南路二段84號亞東捷運站1號出口旁,往南雅夜市方向步行約三分鐘",20000.0
1747321,山葉/Yamaha, 頂級迅光 125,銀色,21,0.1,52000.0,原漆大型置物箱,"山葉頂級迅光125碟剎全車定期保養車況非常好,通勤代步用均適合因工作關係以開車為主,故出讓愛車可約時間看車試車,台中市北屯區",10000.0
1731509,三陽/SYM, RX 110,黑色,13,0.1,76800.0,液晶面板液晶儀錶,本車無吃機油現象...汽門及皮帶已換新.傳動puly盤70000公里剛更新.節流閥及噴油嘴已清潔..車子狀況良好.要買要快..車價已含強制險及過戶費謝謝.可分期.,27000.0
1752007,山葉/Yamaha, 新勁戰/NEW CygnusX,其他,8,0.1,9168.0,原漆土除駐車架大型置物箱,本公司三大保證無事故車無泡水車無變造車專業服務來源清楚合法過戶來天成就是你最好的選擇買的對　買的好　開的開心萬物皆可當，只要來電或親洽，皆可估價。包括#名錶、#３C、#鑽石、#黃金不限車種、不限車齡，有無分期均可貸，讓您的愛車替您週轉，發揮其價值性，讓您汽車借款或汽車貸款都很輕鬆。店址:中壢區環西路二段427號(近民權路.環西路口)TEL:03-4938833LineID:4938833,53000.0
1751695,光陽/KYMCO, 雷霆王/Racing King,藍色,10,0.2,12000.0,暫無,特價中~歡迎預約看車試乘喜歡在買!!車種:雷霆王180年份:2013年顏色:藍色地點:台中狀況:原廠車代步車首選好騎有力歡迎試乘#價格:38000#滿18歲可分期#0頭款交車#信用瑕疵#信用不良#可協助辦理#過件率99%外縣市可辦理#可現場挑選有30~50台二手車●歡迎預約來店挑選●皆可車換車{不足地方互相補貼需台中看車詳談}不足部分也可辦理分期可車換車~直接私我~或加好友當天辦理當天交車隔月繳款電話:0977-616-***陳先生,38000.0
1739466,其他廠牌,other,黑色,6,0.1,4000.0,原漆液晶儀錶,去年中簽的，因為買重機割愛，平常都有用車罩保護，無事故，更換Gmax後視鏡以及後扶把。,58000.0
1746474,光陽/KYMCO, GP 125,白色,15,0.1,24000.0,暫無,高雄有車庫，女生自用少騎，狀況佳!原廠定期保養，具噴射引擎，坐墊換過，換成材質較好，較有彈性舒適好坐的，詳細可參考圖片!,25000.0
1735975,光陽/KYMCO, VJR 125,黑色,7,0.1,7307.0,原漆液晶儀錶鋁合金鋼圈,全車保固無改裝車行售出後續維修保養免煩惱可USB充電、前後雙碟、雙避震器懸吊向統、4V引擎、鋁合金輪框車位於屏東市歡迎有誠意購車者來電預約賞車價格可談分期刷卡現金均可辦理,50000.0
1691515,山葉/Yamaha, CUXI 100,白色,10,0.1,,暫無,"優質好車~車美如新、時尚流行、車況極優、保證好騎~優惠價~37000元購車付款方式有:現金、刷卡、分期電話:02-2964-***0932-396***店址:新北市板橋區.南雅南路二段84號亞東捷運站1號出口旁,往南雅夜市方向步行約三分鐘",37000.0
1746171,山葉/Yamaha, CUXI 100,白色,14,0.1,,暫無,車種:CUXI100碟煞年份:2009年顏色:白色地點:台中狀況:原廠車引擎安靜白鐵加速管外表使用痕跡好騎有力歡迎試乘#價格:20000#滿18歲可分期#0頭款交車#信用瑕疵#信用不良#可協助辦理#過件率99%外縣市可辦理#可現場挑選有30~50台二手車●歡迎預約來店挑選●皆可車換車{不足地方互相補貼需台中看車詳談}不足部分也可辦理分期可車換車~直接私我~或加好友當天辦理當天交車隔月繳款電話:0977-616-***陳先生,20000.0
1744075,山葉/Yamaha, XC100,粉色,17,0.1,47400.0,原漆,因本身有兩台機車，而最近的代步工具又都開車居多，故先出售一台機車。已重新整理過，外殼全換新的，又是女用機車!高雄三民區可面交驗車^^,18000.0
1718195,山葉/Yamaha, 新勁戰125,白色,14,0.1,13300.0,暫無,"優質好車~車美有如新車,五期噴射版,車況極優!絕對好騎~優惠價26000元辦到好~購車付款方式有:現金、刷卡、分期電話:02-2964-***0932-396***店址:新北市板橋區.南雅南路二段84號亞東捷運站1號出口旁,往南雅夜市方向步行約三分鐘",26000.0
1741061,哈特佛/Hartford, 雲豹 150,黑色,20,0.1,,暫無,車種:雲豹150年份:2003年顏色:黑色地點:台中狀況:原廠車附贈馬鞍袋代步車首選好騎有力歡迎試乘#價格:10000#滿18歲可分期#0頭款交車#信用瑕疵#信用不良#可協助辦理#過件率99%外縣市可辦理#可現場挑選有30~50台二手車●歡迎預約來店挑選●皆可車換車{不足地方互相補貼需台中看車詳談}不足部分也可辦理分期可車換車~直接私我~或加好友當天辦理當天交車隔月繳款.電話:0977-616-***陳先生,10000.0
1740988,光陽/KYMCO, V2,黑色,12,0.1,,暫無,"優質好車:車美如新、車況一流、耐操好騎~優惠價22000元辦到好~購車付款方式有:現金、刷卡、分期電話:02-2964-***0932-396***店址:新北市板橋區南雅南路二段84號亞東捷運站1號出口旁,往南雅夜市方向步行約三分鐘",22000.0
1705238,山葉/Yamaha, 新勁戰125,黑色,13,0.1,15300.0,暫無,"優質好車~車美有如新車,消光黑,噴射版,車況極優!絕對好騎~優惠價28000元辦到好~購車付款方式有:現金、刷卡、分期電話:02-2964-***0932-396***店址:新北市板橋區.南雅南路二段84號亞東捷運站1號出口旁,往南雅夜市方向步行約三分鐘",28000.0
1739474,光陽/KYMCO, 雷霆 125,白色,7,0.1,3600.0,原漆ABS液晶面板液晶儀錶,"★㊣中信當舖優質流當機車㊝★2016光陽(新雷霆""s)125流當機車里程數:35xx優惠✯特價:NT:54500辦到好再送您強制險歡迎來店試乘，另有優惠喔!FB粉絲團搜尋:中信當舖LINE:4516666☏:03-4516666專人為您服務地址:桃園市中壢區環中東路188號店內有多台流當汽機車，鑽石，精品，名錶歡迎來店參觀選購借款咨詢：黃金，鑽石，勞力士，名錶，珠寶翡翠汽機車借款＊＊房屋土地二胎諮詢＊＊",55000.0
1739463,山葉/Yamaha, 勁風光 125,紅色,11,0.1,49500.0,原漆,★㊣中信當舖優質流當機車㊝★2012山葉(勁風光)125流當機車里程數:49XXX優惠✯特價:NT28500辦到好再送您強制險歡迎來店試乘，另有優惠喔!FB粉絲團搜尋:中信當舖LINE:4516666☏:03-4516666專人為您服務地址:桃園市中壢區環中東路188號店內有多台流當汽機車，鑽石，精品，名錶歡迎來店參觀選購借款咨詢：黃金，鑽石，勞力士，名錶，珠寶翡翠汽機車借款＊＊房屋土地二胎諮詢＊＊,29000.0
1712437,山葉/Yamaha, SMAX,黑色,8,0.2,26100.0,原漆,"北北基桃竹皆可試車,歡迎來電相約試車時間與地點,試車完回家考慮評估再決定是否購買.謝謝.市話：0953-541-***郵箱：dennislee1201@gmail.comLINE：dennislee1201山葉YAMAHASMAX2015年9月出廠,里程26,100公里,每1,000公里準時回原購車YAMAHAysp店保養,皆依原廠建議里程更換較好的潤滑油與相關耗材或清洗油路,常保車況如新,相關保養服務項目ysp店電腦皆有做記錄.今年3月初25,000公里保養時換新後胎進口胎普利司通,後胎正常可再使用8,000公里.前輪在16,000公里換前胎進口胎米其林,前胎正常可再使用7,000公里.小弟騎車規矩無事故,停車入格小心跟其它車保持距離,停車時車頭會罩黑袋避免風吹雨打日曬.SMAX是台好車,兩年多來陪著我平日上下班通勤,假日上山下海趴趴GO,為了讓身材驕小的女友也能騎機車,不得已割愛換小車,盼尋愛車人士繼續愛用它.",54000.0
1736426,三陽/SYM, GT 125,銀色,13,0.1,11000.0,暫無,車種:GT125噴射年份:2010年顏色:銀色地點:台中狀況:原廠車原漆代步車首選引擎安靜好騎有力歡迎試乘#價格:18800#滿18歲可分期#0頭款交車#信用瑕疵#信用不良#可協助辦理#過件率99%外縣市可辦理#可現場挑選有30~50台二手車●歡迎預約來店挑選●皆可車換車{不足地方互相補貼需台中看車詳談}不足部分也可辦理分期可車換車~直接私我~或加好友當天辦理當天交車隔月繳款電話:0977-616-***陳先生,19000.0
1736386,光陽/KYMCO, GP 125,灰色,11,0.1,25000.0,暫無,車種:GP125噴射年份:2012年顏色:灰色地點:台中狀況:原廠車原漆代步車首選引擎安靜好騎有力歡迎試乘#價格:23500#滿18歲可分期#0頭款交車#信用瑕疵#信用不良#可協助辦理#過件率99%外縣市可辦理#可現場挑選有30~50台二手車●歡迎預約來店挑選●皆可車換車{不足地方互相補貼需台中看車詳談}不足部分也可辦理分期可車換車~直接私我~或加好友當天辦理當天交車隔月繳款電話:0977-616-***陳先生,24000.0
1732904,山葉/Yamaha, SMAX,藍色,8,0.2,,暫無,"優質好車~車超美有如新車、車況極優、保證超好騎~優惠價~56000元購車付款方式有:現金、刷卡、分期電話:02-2964-***0932-396***店址:新北市板橋區.南雅南路二段84號亞東捷運站1號出口旁,往南雅夜市方向步行約三分鐘",56000.0
1730782,光陽/KYMCO, KIWI,白色,18,0.1,,暫無,"優質好車~全車整理如新,車身小好操控、車況極優、保證好騎~優惠價~16000元購車付款方式有:現金、刷卡、分期電話:02-2964-***0932-396***店址:新北市板橋區.南雅南路二段84號亞東捷運站1號出口旁,往南雅夜市方向步行約三分鐘",16000.0
1721227,山葉/Yamaha, FORCE,白色,6,0.2,2700.0,原漆皮椅液晶面板液晶儀錶,此車於2017/05於GOHAPPY網站購得，目前里程數約2700公里(目前上下班還是靠機車代步，所以里程數還是會繼續增加，每天約8.5km)，一般機車停於家中或公司走廊。機車非泡水、非事故、未摔車及非贓車。機車外觀：機車有加裝擋風飾板、後座椅靠、隔熱墊(三樣接原廠貨)及購車附贈的碟煞鎖。機車踏板底下車殼有輕微掉漆(停紅綠燈腳放下及起步時，褲管與車殼摩擦造成的)。保養部分：500、1000、2000時皆有正常保養。保險：強制險2017/05/09~2019/05/09，失竊險2018/05/09到期，任意險2018/05/09到期，2018年牌照及燃料稅也繳交完畢。原本購買此車是為了上下班及前往市區的代步工具，因為車體過高，家中長輩個子較嬌小，難以跨坐上車，決定轉售。因是個人販售，所以無提供刷卡、分期、貸款及支票等方式交易，須用現金交易，歡迎意者洽談！,78000.0
1706525,山葉/Yamaha, SMAX,白色,9,0.2,9000.0,原漆液晶儀錶,(自售)無分期付款2014年10月交車!算三年多還不到四年的車!!1.改開汽車代步.沒在使用很少騎!雖然不捨!但也不想積灰成古董!找新主人!(割愛出售)2.引擎馬力強.定期換機油.齒輪油.定期保養(使用原廠高級機油.齒輪油)!3.全車原廠無改裝!無泡水無事故車!歡迎賞車!4.原廠說明書原廠備KEY都留著!5.歡迎賞車!價格可談!6.愛車顧車(停車庫)!機車有NEO長效鍍膜(市價1萬元)不易髒!聯絡方式:麻煩傳簡訊或jack12747@gmail.com~(上班無法接電話)我會盡速回覆給您~謝謝您!,62000.0
1719480,山葉/Yamaha, 新勁戰125,白色,10,0.1,,暫無,"優質好車~車美如新、三代勁戰,車況極優、保證好騎~己升及B牌對四卡鉗,及加大碟盤與前叉優惠價~45000元購車付款方式有:現金、刷卡、分期電話:02-2964-***0932-396***店址:新北市板橋區.南雅南路二段84號亞東捷運站1號出口旁,往南雅夜市方向步行約三分鐘",45000.0
1717178,光陽/KYMCO, V2,藍色,10,0.1,,暫無,！！！流當車　可過戶！！！！！！歡迎電詢問！！！！！！華信當鋪！！！！！！！可來店賞車！！！！！！台中市太平區宜昌路530號！！！,28000.0
1731012,光陽/KYMCO, 雷霆 150,橙色,12,0.1,73000.0,暫無,未說明,28000.0
1706426,山葉/Yamaha, BW S 125,白色,10,0.1,10300.0,暫無,"優質好車~車美有如新車,車況極優，絕對好騎~優惠價38000元辦到好~購車付款方式有:現金、刷卡、分期學生辦理分期、另有學生低利息專案~電話:02-2964-***0932-396***店址:新北市板橋區.南雅南路二段84號亞東捷運站1號出口旁,往南雅夜市方向步行約二分鐘",38000.0
1718197,三陽/SYM, GT 125,白色,13,0.1,14500.0,暫無,"優質好車~車美如新、車身小好操控、車況極優、保證好騎~優惠價~23000元購車付款方式有:現金、刷卡、分期電話:02-2964-***0932-396***店址:新北市板橋區南雅南路二段84號亞東捷運站1號出口旁,往南雅夜市方向步行約二分鐘",23000.0
1729967,三陽/SYM, RV 180 EURO EFI,灰色,12,0.2,14800.0,暫無,純自售。里程緩慢增加中~全原廠式樣，無任何改裝~車身有使用正常的擦傷，椅墊有一處破損，無任何待修問題~看車建議利用Line聯絡。LineID:garylin0818感謝~,55000.0
1712215,三陽/SYM, J-POWER,黑色,9,0.1,18800.0,原漆,"SYMJETPOWERevo自售NT$40,000台北市車在古亭誠可議價車輛名稱：SYMJETPOWERevo出廠年份：2014年掛牌使用里程：18XXX公里，代步緩慢增加中預售金額：38000元車輛所在：台北市中正區全車原廠無改裝隨車贈送機車小U極光盾車況佳，好發好騎沒出過車禍，定期保養想換大車，故出售歡迎約看車，試騎",38000.0
1728505,山葉/Yamaha, RS,灰色,13,0.1,28100.0,暫無,【山葉RS100】【年份:2010年】【排氣量:101c.c】【公里數約:28145km】【售價:$32000(含過戶強制險)】【歡迎來店(電)賞車試車洽詢03-4021111】【桃園市平鎮區延平路二段151號】【安穩當舖】,32000.0
1679112,光陽/KYMCO, Many,其他,14,0.1,,原漆,"優質好車:原殼原漆'車美如新、車況一流、小台好操控,保證好騎~顏色為香檳色優惠價31000元辦到好~購車付款方式有:現金、刷卡、分期電話:02-2964-***0932-396***店址:新北市板橋區南雅南路二段84號亞東捷運站1號出口旁,往南雅夜市方向步行約三分鐘",31000.0
1682923,山葉/Yamaha, BWS,黑色,12,0.1,,暫無,"優質好車~車美有如新車,車況極優，絕對好騎~優惠價33000元辦到好~購車付款方式有:現金、刷卡、分期學生辦理分期、另有學生低利息專案~電話:02-2964-***0932-396***店址:新北市板橋區.南雅南路二段84號亞東捷運站1號出口旁,往南雅夜市方向步行約二分鐘",33000.0
1688618,三陽/SYM, T1,黑色,13,0.1,,暫無,"優質好車~車美如新、車況極優、入門檔車的好選擇、保證絕對好騎~優惠價29000元辦到好~購車付款方式有:現金、刷卡、分期電話:02-2964-***0932-396***店址:新北市板橋區.南雅南路二段84號亞東捷運站1號出口旁,往南雅夜市方向步行約二分鐘",29000.0
1688648,山葉/Yamaha, 新勁戰125,白色,6,0.1,4968.0,暫無,"優質好車~車美如新,前後碟剎,車況極優,保證好騎~優惠價62000元辦到好~購車付款方式有:現金、刷卡、分期電話:02-2964-***0932-396***店址:新北市板橋區.南雅南路二段84號亞東捷運站1號出口旁,往南雅夜市方向步行約三分鐘",62000.0
1727470,光陽/KYMCO, 雷霆 125,橙色,14,0.1,60000.0,液晶面板液晶儀錶,有任何車輛問題都可電話詢問或LINEID-KIKING0605歡迎洽詢0922456***張先生,18000.0
1727405,三陽/SYM, T1,黑色,12,0.1,24600.0,原漆,因沒什麼在騎沒地方放所以割愛,20000.0
1727255,其他廠牌,other,紅色,6,0.2,2666.0,原漆,"無倒車.無泡水.無事故,一手車,全車完好誠可議",75000.0
1686276,山葉/Yamaha, CUXI 100,白色,15,0.1,,暫無,"優質好車:車美如新、車況一流、耗材己更新,保證好騎~優惠價27000元辦到好~購車付款方式有:現金、刷卡、分期電話:02-2964-***0932-396***店址:新北市板橋區南雅南路二段84號亞東捷運站1號出口旁,往南雅夜市方向步行約三分鐘",27000.0
1725825,山葉/Yamaha, CUXI 100,白色,14,0.1,,暫無,"優質好車:車美如新、車況一流、噴射液晶表,保證好騎~優惠價30000元辦到好~購車付款方式有:現金、刷卡、分期電話:02-2964-***0932-396***店址:新北市板橋區南雅南路二段84號亞東捷運站1號出口旁,往南雅夜市方向步行約三分鐘",30000.0
1718208,三陽/SYM, GT 125,黑色,10,0.1,,暫無,"優質好車~車美如新、車身小好操控、車況極優、保證好騎~優惠價~26000元購車付款方式有:現金、刷卡、分期電話:02-2964-***0932-396***店址:新北市板橋區南雅南路二段84號亞東捷運站1號出口旁,往南雅夜市方向步行約二分鐘",26000.0
1725410,山葉/Yamaha, CUXI 100,紅色,15,0.1,23000.0,原漆皮椅,車子太多所以釋出喜歡看車可議價!歡迎來電:0976-880***筱鈺,21000.0
1724541,山葉/Yamaha, 新勁戰125,白色,8,0.1,18700.0,暫無,車輛所再地:桃園龜山車輛名稱:105年4月勁戰四代山葉YAMHA125實跑里程:18700預售金額:57000(誠可議)出廠年份:2015聯絡方式:私訊備註：因最近很少騎車因而售出#絕非事故才賣掉新車至今原廠保養1000公里換一次機油(501機油)想到就把車拉去打蠟洗車1-2個月送給專業的洗一次(視骯髒程度送洗的處女座)車子前土除有傷會換新，大盾有小傷車行師傅換燈拆裝不慎導致談的OK交車當天會把車送洗才交~車身編碼都在全車原鈑件無事故無泡水里程數18700公里慢慢上升~有換高流量空濾以及Posh側柱跟CNC油箱蓋與卡夢油箱蓋飾圈~其他都是原廠的~出廠年份：2015年車價當初買到好8萬多購入#實車售價57000元（誠可議，57K辦到好含過戶，意者私訊）#大桃園者佳!#勁戰四代,57000.0
1709073,其他廠牌,other,藍色,11,0.1,,暫無,"優質好車~車美如新、性能強悍、車況極優、保證好騎~優惠價~26000元購車付款方式有:現金、刷卡、分期電話:02-2964-***0932-396***店址:新北市板橋區.南雅南路二段84號亞東捷運站1號出口旁,往南雅夜市方向步行約三分鐘",26000.0
1705287,山葉/Yamaha, 新勁戰125,黑色,13,0.1,,暫無,"優質好車~車美如新、車況極優、二代勁戰頂級版,飛旋踏板款,保證好騎~優惠價29000元辦到好~購車付款方式有:現金、刷卡、分期學生辦理分期、另有學生低利專案~電話:02-2964-***0932-396***店址:新北市板橋區南雅南路二段84號亞東捷運站1號出口旁,往南雅夜市方向步行約三分鐘",29000.0
1705319,三陽/SYM, 發財高手 150,銀色,13,0.1,,暫無,"優質好車~車美如新、置物空間加長,載貨的好幫手,車況極優、保證好騎~優惠價~23000元購車付款方式有:現金、刷卡、分期電話:02-2964-***0932-396***店址:新北市板橋區南雅南路二段84號亞東捷運站1號出口旁,往南雅夜市方向步行約二分鐘",23000.0
1722038,三陽/SYM, Jet S,黑色,7,0.1,,暫無,"車種:JET""S125雙碟年份:2016年顏色:消光黑色地點:台中狀況:原廠車加裝氮氣避震器~前後行車紀錄器~USB充電車庫車好騎有力歡迎試乘#價格:58000#滿18歲可分期#0頭款交車#信用瑕疵#信用不良#可協助辦理#過件率99%外縣市可辦理#可現場挑選有30~50台二手車●歡迎預約來店挑選●皆可車換車{不足地方互相補貼需台中看車詳談}不足部分也可辦理分期可車換車~直接私我~或加好友當天辦理當天交車隔月繳款電話:0977-616-***陳先生",58000.0
1678981,山葉/Yamaha, 勁豪125/AXIS Z,白色,6,0.1,,暫無,"1.全新未騎,YAMAHA勁豪1252.尚未加過油3.送丟車賠車及強制險4.送大鎖。",55000.0
1721056,光陽/KYMCO, 雷霆 150,白色,15,0.1,,暫無,"優質好車~車美如新、前後碟剎、車況極優、保證好騎~優惠價~28000元購車付款方式有:現金、刷卡、分期電話:02-2964-***0932-396***店址:新北市板橋區.南雅南路二段84號亞東捷運站1號出口旁,往南雅夜市方向步行約二分鐘",28000.0
1712758,光陽/KYMCO, GP 125,白色,17,0.1,,暫無,"車美如新、車況極優、車身小好停好操控、保證好騎~優惠價~19000元購車付款方式有:現金、刷卡、分期電話:02-2964-***0932-396***店址:新北市板橋區.南雅南路二段84號亞東捷運站1號出口旁,往南雅夜市方向步行約三分鐘",19000.0
1712798,光陽/KYMCO, V2,銀色,11,0.1,,暫無,"優質好車~車美如新、新款有飛旋踏版、車況極優、保證好騎優惠價~26000元購車付款方式有:現金、刷卡、分期電話:02-2964-***0932-396***店址:新北市板橋區.南雅南路二段84號亞東捷運站1號出口旁,往南雅夜市方向步行約三分鐘",26000.0
1720374,其他廠牌,other,黑色,9,0.1,6110.0,暫無,201410月領牌里程6110歡迎現場看車大里區國光路二段216號0932625-***葉先生,43000.0
1720049,三陽/SYM, 迪爵 125,銀色,20,0.1,,暫無,車種:迪爵125年份:2003年顏色:銀色地點:台中狀況:原廠車代步車首選好騎有力歡迎試乘#價格:8000#滿18歲可分期#0頭款交車#信用瑕疵#信用不良#可協助辦理#過件率99%外縣市可辦理#可現場挑選有30~50台二手車●歡迎預約來店挑選●皆可車換車{不足地方互相補貼需台中看車詳談}不足部分也可辦理分期可車換車~直接私我~或加好友當天辦理當天交車隔月繳款電話:0977-616-***陳先生,8000.0
1720048,光陽/KYMCO, V2,藍色,12,0.1,,暫無,車種:V2125噴射年份:2011年顏色:藍色地點:台中狀況:原廠車原漆代步車首選好騎有力歡迎試乘價格:20000#可現場挑選有30~50台二手車●歡迎預約來店挑選●#滿18歲即可分期#全額貸款0頭款交車信用瑕疵信用不良可協助辦理過件率99%外縣市可辦理#皆可車換車{不足地方互相補貼需台中看車詳談}不足部分也可辦理分期可車換車~直接私我~或加好友當天辦理當天交車隔月繳款電話:0977-616-***陳先生,20000.0
1693109,偉士牌/Vespa, S 150 ie,白色,7,0.2,2500.0,原漆土除皮椅外觀改裝液晶面板行車電腦駐車架液晶儀錶晶片鑰匙後車箱碳纖維篩板鋁合金鋼圈超級跑車胎防盜引擎鑑識大型置物箱TCS,2016年春天150，2年保險及特殊標牌選號隨售價~少騎雨天不騎出門原漆無倒車選配如圖示廉售給喜歡VESPA春天的朋友~,128000.0
1714313,光陽/KYMCO, Racing 150,藍色,6,0.1,5400.0,大型置物箱,2017年7月出廠2017年8月領牌只跑5xxx多里安改鯊魚鰭koso傳動外蓋前後煞車皮更換雞牌煞車皮原廠保固內可協助貸款誠可議,68000.0
1718155,山葉/Yamaha, CUXI 100,黑色,12,0.1,,暫無,"優質好車~車美如新、時尚流行、車況極優、保證好騎~優惠價~34000元購車付款方式有:現金、刷卡、分期電話:02-2964-***0932-396***店址:新北市板橋區.南雅南路二段84號亞東捷運站1號出口旁,往南雅夜市方向步行約三分鐘",34000.0
1717839,山葉/Yamaha, GTR AERO,白色,13,0.1,31500.0,原漆液晶儀錶鋁合金鋼圈大型置物箱,★★中信當舖優質流當機車★★2010山葉(GTR-AERO)125流當機車辦到好再送您強制險歡迎來店試乘，另有優惠喔!搜尋:中信當舖桃園市中壢區環中東路188號電話:03-4516666專人為您服務店內有多台流當汽機車，鑽石，精品歡迎來店參觀選購借款咨詢：黃金，鑽石，勞力士，名錶，珠寶翡翠汽機車借款＊＊代辦房屋土地借款＊＊,34000.0
1717836,三陽/SYM, GR-125,黑色,11,0.1,8100.0,原漆液晶儀錶後車箱,★★中信當舖優質流當機車★★2012三陽(GR)125流當機車辦到好再送您強制險歡迎來店試乘，另有優惠喔!搜尋:中信當舖桃園市中壢區環中東路188號電話:03-4516666專人為您服務店內有多台流當汽機車，鑽石，精品歡迎來店參觀選購借款咨詢：黃金，鑽石，勞力士，名錶，珠寶翡翠汽機車借款＊＊代辦房屋土地借款＊＊,43000.0
1717833,三陽/SYM, GT 125,銀色,9,0.1,110000.0,原漆大型置物箱,★★中信當舖優質流當機車★★2014三陽(GT)125流當機車辦到好再送您強制險歡迎來店試乘，另有優惠喔!搜尋:中信當舖桃園市中壢區環中東路188號電話:03-4516666專人為您服務店內有多台流當汽機車，鑽石，精品歡迎來店參觀選購借款咨詢：黃金，鑽石，勞力士，名錶，珠寶翡翠汽機車借款＊＊代辦房屋土地借款＊＊,35000.0
1717523,光陽/KYMCO, G5 150,黑色,11,0.1,71500.0,原漆液晶面板液晶儀錶,雖然里程跑了7.15萬公里.但大多為行駛於郊區無紅綠燈等候之區域.定期原廠大小保養.,26000.0
